artist;name
https://data.rkd.nl/artists/114562;Syrlin, Jörg (II)
https://data.rkd.nl/artists/11458;Bouman, Johannes
https://data.rkd.nl/artists/114623;Le Maitre, Marie Gabrielle
https://data.rkd.nl/artists/114652;Master of the Talheim Altar
https://data.rkd.nl/artists/114652;Meester van het Talheimer Altaar
https://data.rkd.nl/artists/114692;Dobbermann, Jacob
https://data.rkd.nl/artists/11471;Bouquet, Auguste
https://data.rkd.nl/artists/114799;Cartier, Victor-Emile
https://data.rkd.nl/artists/114825;Cathala-Mongoin, Nelly
https://data.rkd.nl/artists/114846;Cazals, Louis
https://data.rkd.nl/artists/114855;Lampe, Jan-Clemens
https://data.rkd.nl/artists/114878;Maes-van Leeuwen, Marlies
https://data.rkd.nl/artists/1149;Alix, Pierre-Michel
https://data.rkd.nl/artists/115087;Oever, Albarta ten
https://data.rkd.nl/artists/115091;Raadt, Maximiliaan de
https://data.rkd.nl/artists/11514;Bourgeois, Louise
https://data.rkd.nl/artists/115157;Pfründt, Georg
https://data.rkd.nl/artists/115253;Zweerus, Edith
https://data.rkd.nl/artists/115285;Dijk, Wendela van
https://data.rkd.nl/artists/115311;Marica, Dwight
https://data.rkd.nl/artists/115318;Schleiffert, Charlotte
https://data.rkd.nl/artists/115324;Regeer, Rob
https://data.rkd.nl/artists/11534;Bourguignon, Loréne
https://data.rkd.nl/artists/115402;Gaca, Aleksandra
https://data.rkd.nl/artists/11541;Bourlard, Antoine
https://data.rkd.nl/artists/115487;Schalm, Solko
https://data.rkd.nl/artists/1155;Alkema, Wobbe
https://data.rkd.nl/artists/115532;Serraris, Marie
https://data.rkd.nl/artists/11566;Bout, Daan
https://data.rkd.nl/artists/115703;Lans, Rudy van der
https://data.rkd.nl/artists/115738;Zijlstra, Margrieth
https://data.rkd.nl/artists/11577;Bouten, Armand
https://data.rkd.nl/artists/115783;Zijlstra, Willem
https://data.rkd.nl/artists/11597;Bouthoorn, Wil
https://data.rkd.nl/artists/115989;Doorn, Ed van (1941-)
https://data.rkd.nl/artists/116022;Marin-Marie
https://data.rkd.nl/artists/11611;Bouttats, Jan Baptist
https://data.rkd.nl/artists/116134;Chute, Liz
https://data.rkd.nl/artists/116173;Block, Ard de
https://data.rkd.nl/artists/116263;Meij-ten Hoor, Inge van der
https://data.rkd.nl/artists/116272;Verhulst, Elias
https://data.rkd.nl/artists/116306;Weber, Pauline
https://data.rkd.nl/artists/116348;Joncquil
https://data.rkd.nl/artists/1164;Alken, Samuel (I)
https://data.rkd.nl/artists/116417;Linden, Thomas van der
https://data.rkd.nl/artists/11646;Bouw, Jackie
https://data.rkd.nl/artists/116504;Mars-Schifferling, Allet van de
https://data.rkd.nl/artists/11657;Bouwman, Marinus
https://data.rkd.nl/artists/116585;Lancel-de Vries, Barbara
https://data.rkd.nl/artists/11664;Bouwmeester, Willem Laurens
https://data.rkd.nl/artists/116664;Litjes, Anthony
https://data.rkd.nl/artists/116709;Philippona, Gien
https://data.rkd.nl/artists/116793;Lon, Gert van
https://data.rkd.nl/artists/116869;Hohmann, Jan Alexander
https://data.rkd.nl/artists/116935;Cuijpers, Max
https://data.rkd.nl/artists/116997;Deppe, Robert
https://data.rkd.nl/artists/117003;Dettmeijer, Arie
https://data.rkd.nl/artists/117005;Dettmeijer, Adriaan Elias
https://data.rkd.nl/artists/117233;Dijk, Gerrit van
https://data.rkd.nl/artists/117336;Fuentes, Giorgio
https://data.rkd.nl/artists/117589;Van Neygen, Marijke
https://data.rkd.nl/artists/117800;Greuter, Johann Friedrich
https://data.rkd.nl/artists/117980;Dumaine, Georges-Clemansin
https://data.rkd.nl/artists/11802;Bozhi, Mikhail Mikhailovich
https://data.rkd.nl/artists/118029;Engelen, Peter
https://data.rkd.nl/artists/118062;Meyden, Wilma van der
https://data.rkd.nl/artists/118069;Dury, Tony
https://data.rkd.nl/artists/118108;Devéria, Eugène
https://data.rkd.nl/artists/11812;Vanderbraak
https://data.rkd.nl/artists/11820;Braakensiek-Dekker, Anna Maria
https://data.rkd.nl/artists/11822;Braakensiek, Henri
https://data.rkd.nl/artists/118250;Dekkers, Marlies
https://data.rkd.nl/artists/118261;Faure, Jean Victor Louis
https://data.rkd.nl/artists/11827;Braakman, Cees
https://data.rkd.nl/artists/11845;Braat, Tessa
https://data.rkd.nl/artists/118558;Natali, Francesco
https://data.rkd.nl/artists/118581;Looije, Arie
https://data.rkd.nl/artists/118655;Bal, Gerard
https://data.rkd.nl/artists/118681;Velstra-Wassenaar, Richt
